policy_number,ssn,first_name,last_name,dob,gender,policy_type,policy_status,issue_date,face_amount,org_code
LNL0000420,100-00-0803,SUSAN,MUNOZ,1967-05-04,U,TERM_20,ACTIVE,2015-04-22,50696.14,lnl
LNL0000421,100-00-0803,SUSAN,MUNOZ,1967-05-04,U,UNIVERSAL_LIFE,ACTIVE,2017-10-05,29814.89,lnl
LNL0000422,100-00-0807,ANGELA,CHANDLER,1985-01-01,M,TERM_10,ACTIVE,2010-06-09,222248.52,lnl
LNL0000423,100-00-0810,MEGAN,FERGUSON,1997-11-25,U,TERM_10,ACTIVE,2015-03-31,444980.17,lnl
LNL0000424,100-00-0815,ANDREW,OBRIEN,1960-12-02,M,ENDOWMENT,ACTIVE,2008-08-14,53617.80,lnl
LNL0000425,100-00-0815,ANDREW,OBRIEN,1960-12-02,M,UNIVERSAL_LIFE,CANCELLED,2008-02-08,112840.20,lnl
LNL0000426,100-00-0818,MAURICE,ANDERSON,1986-08-15,F,TERM_20,ACTIVE,2016-08-30,106372.22,lnl
LNL0000427,100-00-0823,BRANDON,FERGUSON,1965-10-03,F,TERM_10,ACTIVE,2010-05-14,93834.11,lnl
LNL0000428,100-00-0825,STEPHANIE,GRANT,1963-01-24,U,TERM_20,ACTIVE,2019-10-28,95610.83,lnl
LNL0000429,100-00-0826,MARY,THOMPSON,1990-03-20,U,UNIVERSAL_LIFE,LAPSED,2022-11-19,293361.59,lnl
LNL0000430,100-00-0829,MARK,MOSES,1997-05-30,F,TERM_10,ACTIVE,2005-09-20,290689.84,lnl
LNL0000431,100-00-0832,HALEY,ACOSTA,1984-10-30,F,UNIVERSAL_LIFE,ACTIVE,2010-01-25,22770.07,lnl
LNL0000432,100-00-0834,KENNETH,CONTRERAS,1992-08-06,U,TERM_10,PENDING,2007-11-02,265229.96,lnl
LNL0000433,100-00-0834,KENNETH,CONTRERAS,1992-08-06,U,ENDOWMENT,ACTIVE,2007-06-18,552626.99,lnl
LNL0000434,100-00-0835,MATTHEW,GONZALEZ,1961-06-23,U,TERM_20,ACTIVE,2017-06-16,253285.96,lnl
LNL0000435,100-00-0835,MATTHEW,GONZALEZ,1961-06-23,U,TERM_20,PENDING,2013-02-11,90048.40,lnl
LNL0000436,100-00-0838,ERIC,THOMPSON,1979-01-01,M,WHOLE_LIFE,ACTIVE,2025-09-02,45958.07,lnl
LNL0000437,100-00-0841,CHRISTOPHER,MYERS,1961-10-21,M,WHOLE_LIFE,ACTIVE,2015-03-24,293012.08,lnl
LNL0000438,100-00-0841,CHRISTOPHER,MYERS,1961-10-21,M,TERM_20,PENDING,2020-02-21,40188.82,lnl
LNL0000439,100-00-0841,CHRISTOPHER,MYERS,1961-10-21,M,WHOLE_LIFE,ACTIVE,2008-07-06,54978.79,lnl
LNL0000440,100-00-0843,MIKAYLA,GARDNER,1981-04-19,F,WHOLE_LIFE,LAPSED,2015-09-29,109869.62,lnl
LNL0000441,100-00-0844,NATHAN,MAY,1998-11-30,U,TERM_20,ACTIVE,2024-07-19,92756.47,lnl
LNL0000442,100-00-0844,NATHAN,MAY,1998-11-30,U,ENDOWMENT,LAPSED,2011-09-21,28909.02,lnl
LNL0000443,100-00-0844,NATHAN,MAY,1998-11-30,U,UNIVERSAL_LIFE,ACTIVE,2024-05-25,107640.33,lnl
LNL0000444,100-00-0848,SANDRA,GREEN,1977-01-08,F,TERM_20,CANCELLED,2025-06-18,290412.49,lnl
LNL0000445,100-00-0853,SAMANTHA,HOLDEN,1988-10-10,F,TERM_20,ACTIVE,2015-12-30,99370.26,lnl
LNL0000446,100-00-0858,MICHAEL,BROWN,1964-09-17,M,UNIVERSAL_LIFE,ACTIVE,2023-11-17,223669.87,lnl
LNL0000447,100-00-0858,MICHAEL,BROWN,1964-09-17,M,TERM_20,ACTIVE,2007-11-02,55755.47,lnl
LNL0000448,100-00-0861,ERIN,ELLISON,1966-01-14,M,WHOLE_LIFE,ACTIVE,2007-04-19,107337.03,lnl
LNL0000449,100-00-0864,MICHAEL,EDWARDS,1990-07-20,M,WHOLE_LIFE,PENDING,2015-02-16,25107.14,lnl
LNL0000450,100-00-0867,JOEL,MARTINEZ,1976-06-29,F,TERM_20,LAPSED,2006-08-19,23802.55,lnl
LNL0000451,100-00-0868,ELIZABETH,ROBERTS,1986-08-14,M,TERM_20,ACTIVE,2012-11-06,21913.42,lnl
LNL0000452,100-00-0871,SARAH,RUSSELL,1965-07-28,U,ENDOWMENT,ACTIVE,2009-04-12,98845.49,lnl
LNL0000453,100-00-0876,DAVID,ESTRADA,1972-05-21,F,UNIVERSAL_LIFE,PENDING,2014-10-17,433989.50,lnl
