policy_number,ssn,first_name,last_name,dob,gender,policy_type,policy_status,issue_date,face_amount,org_code
AIL0000424,100-00-0821,MELISSA,BURKE,1988-07-05,F,WHOLE_LIFE,CANCELLED,2009-01-24,475950.16,ail
AIL0000425,100-00-0824,DAVID,RIGGS,1979-07-15,M,UNIVERSAL_LIFE,ACTIVE,2021-04-24,49661.59,ail
AIL0000426,,DAVID,RIGGS,1979-07-15,M,ENDOWMENT,LAPSED,2006-06-03,106198.94,ail
AIL0000427,100-00-0826,KIMBERLY,REED,1989-03-06,F,TERM_20,ACTIVE,2017-09-03,59557.91,ail
AIL0000428,100-00-0831,ROSS,WOOD,1996-04-02,U,UNIVERSAL_LIFE,ACTIVE,2018-11-13,24328.48,ail
AIL0000429,100-00-0831,ROSS,WOOD,1996-04-02,U,ENDOWMENT,ACTIVE,2020-03-03,214865.45,ail
AIL0000430,100-00-0836,WILLIAM,PETERSON,1980-11-07,F,TERM_10,ACTIVE,2008-07-09,569769.11,ail
AIL0000431,100-00-0836,WILLIAM,PETERSON,1980-11-07,F,WHOLE_LIFE,ACTIVE,2016-01-11,89635.67,ail
AIL0000432,100-00-0840,MELISSA,SHORT,1972-01-15,F,UNIVERSAL_LIFE,LAPSED,2013-06-29,281710.33,ail
AIL0000433,100-00-0845,DANIEL,YU,1997-04-06,M,UNIVERSAL_LIFE,LAPSED,2024-03-19,244706.81,ail
AIL0000434,100-00-0847,CYNTHIA,POOLE,1999-07-19,F,WHOLE_LIFE,LAPSED,2014-01-18,203583.19,ail
AIL0000435,100-00-0850,JASMINE,GRAHAM,1993-08-30,F,UNIVERSAL_LIFE,PENDING,2019-04-20,115604.44,ail
AIL0000436,100-00-0850,JASMINE,GRAHAM,1993-08-30,F,TERM_20,ACTIVE,2013-02-24,28165.89,ail
AIL0000437,100-00-0850,JASMINE,GRAHAM,1993-08-30,F,UNIVERSAL_LIFE,ACTIVE,2018-11-26,494626.74,ail
AIL0000438,100-00-0852,JESSICA,SHEPPARD,1987-05-18,U,TERM_20,ACTIVE,2009-12-22,23413.57,ail
AIL0000439,100-00-0852,JESSICA,SHEPPARD,1987-05-18,U,TERM_10,LAPSED,2013-05-21,20457.78,ail
AIL0000440,100-00-0857,JOSEPH,MORTON,1975-02-02,M,WHOLE_LIFE,CANCELLED,2014-03-07,22542.89,ail
AIL0000441,100-00-0857,JOSEPH,MORTON,1975-02-02,M,TERM_20,ACTIVE,2013-10-24,49140.92,ail
AIL0000442,100-00-0861,AMANDA,WEBB,1998-03-04,F,UNIVERSAL_LIFE,ACTIVE,2025-10-13,424643.84,ail
AIL0000443,100-00-0865,RYAN,SIMON,1981-11-14,M,ENDOWMENT,CANCELLED,2008-01-08,200433.76,ail
AIL0000444,100-00-0865,RYAN,SIMON,1981-11-14,M,TERM_10,ACTIVE,2023-10-25,496586.39,ail
AIL0000445,100-00-0865,RYAN,SIMON,1981-11-14,M,ENDOWMENT,CANCELLED,2008-11-23,42071.08,ail
AIL0000446,100-00-0867,JOSEPH,CHRISTIAN,1995-10-15,F,TERM_10,ACTIVE,2013-08-18,297950.08,ail
AIL0000447,100-00-0870,MARIAH,MILLER,1972-07-17,U,ENDOWMENT,LAPSED,2011-08-07,280479.68,ail
AIL0000448,100-00-0870,MARIAH,MILLER,1972-07-17,U,TERM_20,LAPSED,2021-10-15,459782.63,ail
AIL0000449,100-00-0870,MARIAH,MILLER,1972-07-17,U,ENDOWMENT,LAPSED,2025-12-25,526516.66,ail
AIL0000450,100-00-0873,NICOLE,SANCHEZ,1984-12-06,M,TERM_10,ACTIVE,2025-08-30,59626.71,ail
AIL0000451,100-00-0873,NICOLE,SANCHEZ,1984-12-06,M,ENDOWMENT,ACTIVE,2020-07-28,108414.11,ail
AIL0000452,100-00-0876,STEVEN,BISHOP,1968-07-27,M,ENDOWMENT,ACTIVE,2019-12-19,267424.35,ail
AIL0000453,,NICHOLAS,JOHNSON,1992-04-19,F,TERM_10,ACTIVE,2023-02-17,25227.30,ail
AIL0000454,100-00-0881,NICHOLAS,JOHNSON,1992-04-19,F,TERM_20,ACTIVE,2006-04-09,45339.57,ail
AIL0000455,100-00-0883,MELISSA,WHITE,1984-11-26,M,TERM_20,LAPSED,2006-05-24,88160.04,ail
AIL0000456,100-00-0887,JASON,SALINAS,1988-12-21,U,ENDOWMENT,ACTIVE,2024-06-20,572968.30,ail
AIL0000457,,MATTHEW,BEARD,1980-02-07,M,UNIVERSAL_LIFE,ACTIVE,2022-11-15,107717.44,ail
AIL0000458,100-00-0895,JACQUELINE,HILL,1973-03-13,M,TERM_20,ACTIVE,2020-05-14,118633.33,ail
AIL0000459,100-00-0895,JACQUELINE,HILL,1973-03-13,M,TERM_20,LAPSED,2024-06-27,282998.35,ail
AIL0000460,100-00-0895,JACQUELINE,HILL,1973-03-13,M,TERM_10,ACTIVE,2017-04-05,439293.82,ail
AIL0000461,100-00-0896,ALEJANDRO,VAUGHAN,1991-01-12,M,ENDOWMENT,ACTIVE,2020-04-24,21869.77,ail
AIL0000462,100-00-0900,CHRISTOPHER,CORTEZ,1989-10-13,U,TERM_20,ACTIVE,2011-04-06,452847.92,ail
AIL0000463,100-00-0903,TRACY,CHANG,1981-03-24,U,WHOLE_LIFE,LAPSED,2008-06-22,21537.03,ail
AIL0000464,100-00-0906,HANNAH,BREWER,1975-06-03,F,TERM_20,ACTIVE,2023-11-30,99622.04,ail
AIL0000465,100-00-0906,HANNAH,BREWER,1975-06-03,F,ENDOWMENT,ACTIVE,2020-11-15,101015.80,ail
AIL0000466,100-00-0911,TRAVIS,MCGUIRE,1974-11-02,F,TERM_10,CANCELLED,2014-05-01,507407.19,ail
AIL0000467,100-00-0916,CHRISTOPHER,WALKER,1972-02-25,F,ENDOWMENT,ACTIVE,2012-06-05,91742.97,ail
AIL0000468,100-00-0916,CHRISTOPHER,WALKER,1972-02-25,F,TERM_10,CANCELLED,2017-08-04,21147.22,ail
AIL0000469,100-00-0920,HEATHER,TORRES,1970-05-05,M,TERM_20,ACTIVE,2018-12-07,59177.94,ail
AIL0000470,100-00-0920,HEATHER,TORRES,1970-05-05,M,TERM_20,ACTIVE,2022-11-10,23858.76,ail
AIL0000471,100-00-0923,BONNIE,KENNEDY,1974-02-25,M,UNIVERSAL_LIFE,ACTIVE,2022-04-13,100572.36,ail
AIL0000472,100-00-0925,ALYSSA,COLEMAN,1994-03-10,U,TERM_10,PENDING,2009-04-27,100555.79,ail
AIL0000473,100-00-0925,ALYSSA,COLEMAN,1994-03-10,U,TERM_10,ACTIVE,2022-05-07,506641.16,ail
AIL0000474,100-00-0930,JULIE,RIVERA,1968-08-04,M,UNIVERSAL_LIFE,ACTIVE,2024-05-26,283566.51,ail
AIL0000475,100-00-0930,JULIE,RIVERA,1968-08-04,M,WHOLE_LIFE,ACTIVE,2006-08-14,40475.06,ail
AIL0000476,100-00-0932,JACQUELINE,NELSON,1972-05-27,U,TERM_10,CANCELLED,2022-10-25,102323.37,ail
AIL0000477,,JOHN,MARTINEZ,1994-02-06,U,WHOLE_LIFE,ACTIVE,2015-02-13,243302.50,ail
AIL0000478,100-00-0941,JAMES,WILSON,1972-09-10,M,WHOLE_LIFE,ACTIVE,2018-11-14,27559.61,ail
AIL0000479,100-00-0941,JAMES,WILSON,1972-09-10,M,ENDOWMENT,ACTIVE,2016-04-12,22898.37,ail
AIL0000480,100-00-0946,AMANDA,GILL,1973-04-15,M,UNIVERSAL_LIFE,ACTIVE,2014-10-26,239511.33,ail
AIL0000481,100-00-0946,AMANDA,GILL,1973-04-15,M,ENDOWMENT,ACTIVE,2009-12-07,54935.08,ail
AIL0000482,,JACOB,ROBINSON,1968-01-18,F,ENDOWMENT,ACTIVE,2011-09-08,118295.67,ail
AIL0000483,100-00-0948,JACOB,ROBINSON,1968-01-18,F,ENDOWMENT,CANCELLED,2005-12-09,25727.19,ail
AIL0000484,100-00-0951,TODD,HARDY,1991-10-05,U,ENDOWMENT,ACTIVE,2021-10-14,88469.48,ail
AIL0000485,100-00-0952,TIFFANY,WARREN,1972-04-21,M,ENDOWMENT,CANCELLED,2018-11-02,87773.05,ail
AIL0000486,100-00-0954,JUSTIN,GARCIA,1984-10-27,F,TERM_20,ACTIVE,2025-11-29,492253.04,ail
AIL0000487,100-00-0954,JUSTIN,GARCIA,1984-10-27,F,TERM_20,ACTIVE,2010-08-16,21974.18,ail
AIL0000488,100-00-0955,JAMES,PEREZ,1988-08-11,F,TERM_10,ACTIVE,2010-04-06,22851.37,ail
AIL0000489,100-00-0955,JAMES,PEREZ,1988-08-11,F,ENDOWMENT,ACTIVE,2015-02-09,104653.70,ail
AIL0000490,100-00-0957,HARRY,SMITH,1999-02-23,M,TERM_20,ACTIVE,2023-02-12,118346.36,ail
AIL0000491,100-00-0958,AMANDA,HILL,1972-10-02,F,TERM_20,CANCELLED,2021-08-05,227667.98,ail
AIL0000492,100-00-0963,TERRI,TRAN,1979-10-04,F,ENDOWMENT,ACTIVE,2013-01-17,99478.86,ail
AIL0000493,100-00-0967,HEIDI,MARTINEZ,1962-04-21,F,WHOLE_LIFE,LAPSED,2023-07-16,57825.94,ail
AIL0000494,100-00-0969,MIRANDA,HENRY,1965-02-12,M,ENDOWMENT,ACTIVE,2024-01-21,526325.30,ail
AIL0000495,100-00-0969,MIRANDA,HENRY,1965-02-12,M,ENDOWMENT,CANCELLED,2018-03-27,58126.07,ail
AIL0000496,100-00-0973,MONIQUE,ANDREWS,1982-01-21,M,ENDOWMENT,LAPSED,2019-09-01,47316.37,ail
AIL0000497,100-00-0977,TAYLOR,ALEXANDER,1988-03-26,U,ENDOWMENT,ACTIVE,2015-06-04,502082.40,ail
AIL0000498,100-00-0982,JACK,WILLIAMS,1966-10-21,M,TERM_10,ACTIVE,2023-02-03,536832.33,ail
AIL0000499,100-00-0983,SHELLEY,WOODS,1973-08-18,M,TERM_20,ACTIVE,2017-09-10,54718.40,ail
AIL0000500,100-00-0988,LYNN,MORALES,1965-04-24,U,TERM_10,ACTIVE,2010-03-14,22643.57,ail
AIL0000501,100-00-0988,LYNN,MORALES,1965-04-24,U,WHOLE_LIFE,ACTIVE,2022-10-02,95523.72,ail
AIL0000502,100-00-0990,CHARLES,SOTO,1987-03-13,U,TERM_20,ACTIVE,2007-04-26,526713.40,ail
AIL0000503,100-00-0990,CHARLES,SOTO,1987-03-13,U,ENDOWMENT,ACTIVE,2017-10-15,47533.19,ail
AIL0000504,100-00-0994,BRIAN,HERNANDEZ,1970-02-14,U,ENDOWMENT,ACTIVE,2016-08-03,95053.15,ail
AIL0000505,100-00-0994,BRIAN,HERNANDEZ,1970-02-14,U,ENDOWMENT,ACTIVE,2023-05-01,99474.46,ail
AIL0000506,100-00-0999,ANNA,TORRES,1980-03-17,F,TERM_20,ACTIVE,2014-11-13,44599.82,ail
AIL0000507,100-00-0999,ANNA,TORRES,1980-03-17,F,WHOLE_LIFE,ACTIVE,2009-03-12,47244.46,ail
AIL0000508,100-00-1003,VICTORIA,WILSON,1998-08-01,U,TERM_10,ACTIVE,2012-05-29,24815.17,ail
AIL0000509,100-00-1006,KATHY,OBRIEN,1973-09-12,U,ENDOWMENT,ACTIVE,2014-03-21,22436.70,ail
AIL0000510,100-00-1006,KATHY,OBRIEN,1973-09-12,U,WHOLE_LIFE,ACTIVE,2019-02-14,407838.17,ail
AIL0000511,100-00-1010,KRYSTAL,PEREZ,1962-09-13,U,WHOLE_LIFE,CANCELLED,2016-08-03,259935.75,ail
AIL0000512,100-00-1010,KRYSTAL,PEREZ,1962-09-13,U,ENDOWMENT,PENDING,2021-04-30,117890.15,ail
AIL0000513,100-00-1010,KRYSTAL,PEREZ,1962-09-13,U,ENDOWMENT,ACTIVE,2024-06-14,217056.68,ail
AIL0000514,100-00-1015,ALEXANDRA,HAYES,1994-03-19,M,TERM_10,LAPSED,2022-03-20,52464.23,ail
AIL0000515,100-00-1016,SCOTT,DALTON,1971-11-14,U,UNIVERSAL_LIFE,ACTIVE,2015-03-04,518119.20,ail
AIL0000516,100-00-1018,VERONICA,TORRES,1967-01-17,M,ENDOWMENT,ACTIVE,2016-09-22,536873.57,ail
AIL0000517,100-00-1019,CHRISTINE,LYNCH,1984-10-04,M,ENDOWMENT,LAPSED,2018-10-16,407807.31,ail
AIL0000518,100-00-1021,JODY,MEZA,1960-02-13,F,WHOLE_LIFE,CANCELLED,2019-10-16,58039.70,ail
AIL0000519,100-00-1023,JARED,CLARK,1990-12-03,U,WHOLE_LIFE,ACTIVE,2019-07-25,252204.42,ail
AIL0000520,100-00-1023,JARED,CLARK,1990-12-03,U,UNIVERSAL_LIFE,ACTIVE,2014-08-16,58768.43,ail
AIL0000521,100-00-1027,DONNA,MOORE,1973-01-23,M,UNIVERSAL_LIFE,LAPSED,2025-05-13,419543.38,ail
AIL0000522,100-00-1027,DONNA,MOORE,1973-01-23,M,UNIVERSAL_LIFE,ACTIVE,2025-05-31,22832.67,ail
AIL0000523,100-00-1031,GLENN,JONES,1972-12-03,U,WHOLE_LIFE,ACTIVE,2021-09-05,25779.87,ail
AIL0000524,100-00-1033,AARON,HAYES,1991-07-14,F,UNIVERSAL_LIFE,ACTIVE,2023-01-15,96353.80,ail
AIL0000525,100-00-1036,BRITTNEY,CARTER,1990-11-01,M,TERM_20,PENDING,2024-03-05,484712.31,ail
AIL0000526,100-00-1037,JESSE,MANN,1995-05-04,U,TERM_10,ACTIVE,2009-07-27,255210.49,ail
AIL0000527,100-00-1040,JACQUELINE,GIBSON,1989-08-28,M,UNIVERSAL_LIFE,LAPSED,2010-09-10,103106.05,ail
AIL0000528,100-00-1045,GRACE,BRADSHAW,1965-02-23,U,TERM_10,ACTIVE,2019-10-15,27478.14,ail
AIL0000529,100-00-1045,GRACE,BRADSHAW,1965-02-23,U,ENDOWMENT,ACTIVE,2016-05-27,278608.11,ail
AIL0000530,,KRISTIN,WEBER,1989-01-18,M,WHOLE_LIFE,LAPSED,2008-08-09,296457.03,ail
AIL0000531,100-00-1049,KRISTIN,WEBER,1989-01-18,M,TERM_10,ACTIVE,2015-07-31,487075.49,ail
AIL0000532,100-00-1051,DONNA,PECK,1997-01-29,M,ENDOWMENT,ACTIVE,2021-04-02,293068.50,ail
AIL0000533,100-00-1051,DONNA,PECK,1997-01-29,M,UNIVERSAL_LIFE,ACTIVE,2018-05-27,29457.16,ail
AIL0000534,,RONALD,STEPHENS,1962-09-04,M,ENDOWMENT,ACTIVE,2019-09-26,457201.30,ail
AIL0000535,100-00-1055,DEBORAH,KERR,1986-09-10,U,WHOLE_LIFE,PENDING,2018-10-19,53480.49,ail
AIL0000536,100-00-1055,DEBORAH,KERR,1986-09-10,U,UNIVERSAL_LIFE,ACTIVE,2006-12-13,111186.92,ail
AIL0000537,100-00-1058,MARGARET,JONES,1972-12-11,F,ENDOWMENT,CANCELLED,2005-05-06,29191.77,ail
AIL0000538,100-00-1063,GABRIEL,PARKER,1981-01-09,U,UNIVERSAL_LIFE,CANCELLED,2023-04-17,89051.82,ail
AIL0000539,100-00-1064,KAITLYN,CARROLL,1991-05-22,F,WHOLE_LIFE,ACTIVE,2010-11-09,48142.69,ail
AIL0000540,100-00-1067,KEITH,MARTINEZ,1982-06-13,U,ENDOWMENT,ACTIVE,2007-08-17,591341.87,ail
AIL0000541,100-00-1070,HALEY,LYONS,1979-08-21,M,TERM_20,PENDING,2013-06-17,496725.98,ail
AIL0000542,100-00-1074,SHERRI,MASON,1961-10-15,F,TERM_20,ACTIVE,2015-05-03,572404.66,ail
AIL0000543,100-00-1079,TROY,MILLER,1987-01-30,F,TERM_20,ACTIVE,2009-12-11,56003.23,ail
AIL0000544,100-00-1079,TROY,MILLER,1987-01-30,F,TERM_20,ACTIVE,2005-03-21,89930.30,ail
AIL0000545,100-00-1082,BILL,REYNOLDS,1964-02-05,M,TERM_20,ACTIVE,2015-09-09,94141.52,ail
AIL0000546,100-00-1082,BILL,REYNOLDS,1964-02-05,M,TERM_10,CANCELLED,2021-09-26,49979.99,ail
AIL0000547,100-00-1082,BILL,REYNOLDS,1964-02-05,M,ENDOWMENT,ACTIVE,2009-08-21,44055.33,ail
AIL0000548,100-00-1083,MARCUS,WRIGHT,1986-05-03,M,ENDOWMENT,ACTIVE,2007-09-10,26758.12,ail
AIL0000549,100-00-1083,MARCUS,WRIGHT,1986-05-03,M,TERM_20,ACTIVE,2024-03-23,591598.62,ail
AIL0000550,100-00-1088,CHRISTOPHER,HAYDEN,1985-11-06,M,ENDOWMENT,ACTIVE,2024-10-05,573753.77,ail
AIL0000551,100-00-1091,MARY,JOHNSTON,1981-02-07,U,UNIVERSAL_LIFE,CANCELLED,2017-12-08,41082.96,ail
AIL0000552,100-00-1093,STEPHANIE,KEY,1972-06-23,M,UNIVERSAL_LIFE,PENDING,2012-10-15,286040.01,ail
AIL0000553,,EMILY,ADAMS,1979-07-21,U,TERM_10,ACTIVE,2015-04-27,107568.42,ail
AIL0000554,100-00-1097,EMILY,ADAMS,1979-07-21,U,TERM_10,ACTIVE,2007-04-06,94464.09,ail
AIL0000555,100-00-1102,BILLY,AVILA,1964-02-03,F,UNIVERSAL_LIFE,ACTIVE,2015-07-29,468619.29,ail
AIL0000556,100-00-1106,THOMAS,PEARSON,1978-04-26,F,TERM_10,ACTIVE,2013-05-08,114173.04,ail
AIL0000557,100-00-1106,THOMAS,PEARSON,1978-04-26,F,TERM_10,ACTIVE,2017-12-01,56283.81,ail
AIL0000558,100-00-1109,SABRINA,WHITE,1990-01-22,M,UNIVERSAL_LIFE,LAPSED,2009-05-26,56000.75,ail
AIL0000559,100-00-1109,SABRINA,WHITE,1990-01-22,M,ENDOWMENT,ACTIVE,2008-12-17,249959.78,ail
AIL0000560,100-00-1112,BRENDA,WALTERS,1974-10-17,F,WHOLE_LIFE,ACTIVE,2015-12-01,90038.96,ail
AIL0000561,100-00-1114,TRAVIS,DAVIS,1972-12-05,U,WHOLE_LIFE,ACTIVE,2006-05-07,56276.36,ail
AIL0000562,100-00-1114,TRAVIS,DAVIS,1972-12-05,U,TERM_20,ACTIVE,2012-07-04,94438.48,ail
AIL0000563,100-00-1118,MICHAEL,COOK,1996-06-29,U,ENDOWMENT,ACTIVE,2012-11-16,439791.62,ail
AIL0000564,100-00-1122,ELIZABETH,HODGE,1980-05-26,M,UNIVERSAL_LIFE,CANCELLED,2012-12-19,106927.71,ail
AIL0000565,100-00-1122,ELIZABETH,HODGE,1980-05-26,M,TERM_10,CANCELLED,2013-07-19,457304.72,ail
AIL0000566,100-00-1123,MARK,STEELE,1971-04-28,F,UNIVERSAL_LIFE,LAPSED,2025-10-29,96872.66,ail
AIL0000567,100-00-1123,MARK,STEELE,1971-04-28,F,TERM_20,ACTIVE,2006-08-08,21619.99,ail
AIL0000568,100-00-1126,KEITH,LANDRY,1994-08-27,F,TERM_20,LAPSED,2018-07-31,227124.81,ail
AIL0000569,100-00-1126,KEITH,LANDRY,1994-08-27,F,WHOLE_LIFE,ACTIVE,2016-09-07,241398.91,ail
AIL0000570,100-00-1127,LISA,PIERCE,1997-01-01,M,WHOLE_LIFE,ACTIVE,2010-08-24,22105.71,ail
AIL0000571,100-00-1132,SHAWN,EDWARDS,1980-09-21,F,WHOLE_LIFE,ACTIVE,2017-04-20,20263.65,ail
AIL0000572,100-00-1132,SHAWN,EDWARDS,1980-09-21,F,UNIVERSAL_LIFE,ACTIVE,2018-11-12,41686.23,ail
AIL0000573,100-00-1137,MARCUS,CORDOVA,1968-05-31,U,TERM_10,ACTIVE,2011-05-17,262648.07,ail
AIL0000574,100-00-1138,RICHARD,ROBERTSON,1987-12-06,F,ENDOWMENT,CANCELLED,2024-04-19,114569.65,ail
AIL0000575,100-00-1138,RICHARD,ROBERTSON,1987-12-06,F,ENDOWMENT,ACTIVE,2017-04-21,213511.49,ail
AIL0000576,100-00-1141,VANESSA,SANDOVAL,1994-02-02,M,ENDOWMENT,ACTIVE,2019-02-26,486995.47,ail
AIL0000577,100-00-1145,AMY,GUTIERREZ,1971-12-24,U,TERM_20,ACTIVE,2017-02-07,56094.16,ail
AIL0000578,100-00-1147,JACOB,COX,1972-12-02,F,TERM_10,ACTIVE,2005-03-28,25233.16,ail
AIL0000579,100-00-1149,KATHERINE,GARRETT,1965-06-12,M,WHOLE_LIFE,LAPSED,2005-03-10,294695.75,ail
AIL0000580,100-00-1153,KATHLEEN,HARRIS,1995-11-08,M,TERM_10,ACTIVE,2018-05-23,55935.35,ail
AIL0000581,100-00-1153,KATHLEEN,HARRIS,1995-11-08,M,UNIVERSAL_LIFE,LAPSED,2017-07-29,239475.21,ail
AIL0000582,100-00-1158,ANDREA,PENNINGTON,1973-12-09,U,ENDOWMENT,LAPSED,2006-10-11,262532.30,ail
AIL0000583,100-00-1160,SAMUEL,WOLFE,1984-10-09,F,WHOLE_LIFE,ACTIVE,2011-05-22,561761.73,ail
AIL0000584,100-00-1160,SAMUEL,WOLFE,1984-10-09,F,TERM_20,LAPSED,2011-07-01,26368.93,ail
AIL0000585,100-00-1161,DAVID,DUDLEY,1970-01-29,M,WHOLE_LIFE,ACTIVE,2012-03-11,21521.49,ail
AIL0000586,100-00-1162,CHELSEA,ALLEN,1965-04-08,U,TERM_10,ACTIVE,2011-01-15,54303.92,ail
AIL0000587,100-00-1166,ERIC,PIERCE,1982-05-10,U,UNIVERSAL_LIFE,PENDING,2009-11-15,96809.72,ail
AIL0000588,100-00-1168,ANDREA,DAVIS,1982-10-29,U,TERM_10,ACTIVE,2022-10-02,23302.49,ail
AIL0000589,100-00-1171,VICTORIA,DURHAM,1978-08-21,F,TERM_20,LAPSED,2006-08-08,494029.36,ail
AIL0000590,100-00-1171,VICTORIA,DURHAM,1978-08-21,F,TERM_10,ACTIVE,2023-07-31,21219.62,ail
AIL0000591,100-00-1174,STEVEN,WILSON,1970-12-07,F,WHOLE_LIFE,ACTIVE,2010-07-18,21991.80,ail
AIL0000592,100-00-1174,STEVEN,WILSON,1970-12-07,F,TERM_20,ACTIVE,2009-09-04,238912.30,ail
AIL0000593,100-00-1174,STEVEN,WILSON,1970-12-07,F,WHOLE_LIFE,ACTIVE,2021-05-02,27447.25,ail
AIL0000594,100-00-1178,MARILYN,JIMENEZ,1966-06-27,F,TERM_10,PENDING,2009-06-16,115500.78,ail
AIL0000595,100-00-1178,MARILYN,JIMENEZ,1966-06-27,F,TERM_20,ACTIVE,2010-04-18,232451.35,ail
AIL0000596,100-00-1183,JENNIFER,HICKS,1986-11-20,U,UNIVERSAL_LIFE,ACTIVE,2010-06-15,29688.35,ail
AIL0000597,100-00-1185,JOSHUA,DAVENPORT,1998-10-04,M,ENDOWMENT,ACTIVE,2022-04-16,22487.22,ail
AIL0000598,100-00-1187,TINA,SANCHEZ,1994-08-29,F,ENDOWMENT,LAPSED,2022-01-14,20597.75,ail
AIL0000599,100-00-1187,TINA,SANCHEZ,1994-08-29,F,TERM_20,LAPSED,2007-10-28,223267.46,ail
AIL0000600,100-00-1187,TINA,SANCHEZ,1994-08-29,F,TERM_10,ACTIVE,2014-11-03,40427.06,ail
AIL0000601,100-00-1190,ANDREA,REYES,1995-05-02,U,UNIVERSAL_LIFE,ACTIVE,2020-11-06,255902.48,ail
AIL0000602,100-00-1193,SANDRA,ROMERO,1996-10-21,M,ENDOWMENT,CANCELLED,2012-10-19,109296.10,ail
AIL0000603,100-00-1196,NATASHA,SHIELDS,1992-07-26,F,TERM_20,ACTIVE,2006-07-19,431005.10,ail
AIL0000604,100-00-1199,JOSHUA,TYLER,1986-01-05,U,WHOLE_LIFE,ACTIVE,2022-05-28,475808.71,ail
AIL0000605,100-00-1204,ROBERT,VILLA,1998-10-24,M,ENDOWMENT,LAPSED,2018-11-29,46413.88,ail
AIL0000606,100-00-1208,WILLIAM,HOOVER,1984-02-28,F,TERM_20,ACTIVE,2020-04-28,276573.41,ail
AIL0000607,100-00-1212,JUSTIN,EVANS,1974-11-29,U,TERM_10,ACTIVE,2007-06-24,25232.01,ail
AIL0000608,100-00-1212,JUSTIN,EVANS,1974-11-29,U,WHOLE_LIFE,ACTIVE,2005-09-14,42141.10,ail
AIL0000609,100-00-1215,BRENDA,DUARTE,1976-12-02,F,TERM_20,ACTIVE,2019-10-04,252582.14,ail
AIL0000610,,BRENDA,DUARTE,1976-12-02,F,TERM_10,ACTIVE,2009-12-14,543569.04,ail
AIL0000611,100-00-1220,TRACY,HERNANDEZ,1999-01-03,M,TERM_20,ACTIVE,2023-08-31,24680.59,ail
AIL0000612,100-00-1220,TRACY,HERNANDEZ,1999-01-03,M,WHOLE_LIFE,LAPSED,2024-12-21,282202.65,ail
AIL0000613,100-00-1220,TRACY,HERNANDEZ,1999-01-03,M,TERM_20,ACTIVE,2010-12-18,408130.63,ail
AIL0000614,100-00-1223,AMANDA,REED,1985-08-25,F,UNIVERSAL_LIFE,ACTIVE,2016-08-26,21012.25,ail
AIL0000615,100-00-1225,ANDREA,DANIELS,1998-05-25,F,ENDOWMENT,ACTIVE,2010-07-31,525065.01,ail
AIL0000616,100-00-1227,STANLEY,MORRIS,1974-04-10,U,UNIVERSAL_LIFE,CANCELLED,2019-04-29,471592.67,ail
AIL0000617,100-00-1228,JACOB,TERRY,1991-08-20,F,TERM_10,ACTIVE,2009-01-17,480311.43,ail
AIL0000618,100-00-1232,ASHLEY,HALL,1989-10-08,U,TERM_20,LAPSED,2025-12-09,116099.40,ail
AIL0000619,100-00-1236,KIMBERLY,WILLIAMS,1982-03-21,M,TERM_10,ACTIVE,2019-03-16,282615.50,ail
AIL0000620,100-00-1238,JULIE,THORNTON,1982-07-13,U,UNIVERSAL_LIFE,ACTIVE,2022-03-05,585229.38,ail
AIL0000621,100-00-1240,LISA,HUGHES,1999-01-05,M,ENDOWMENT,ACTIVE,2021-04-16,29829.56,ail
AIL0000622,100-00-1243,ELIZABETH,HOOVER,1964-06-21,U,TERM_20,ACTIVE,2005-02-23,119375.78,ail
AIL0000623,100-00-1243,ELIZABETH,HOOVER,1964-06-21,U,ENDOWMENT,CANCELLED,2023-06-09,116764.48,ail
AIL0000624,100-00-1247,TINA,SIMPSON,1960-09-08,U,TERM_20,CANCELLED,2005-11-06,235565.58,ail
AIL0000625,100-00-1251,BENJAMIN,SHAW,1978-05-23,U,TERM_10,LAPSED,2010-10-01,83676.20,ail
AIL0000626,100-00-1253,BRITTANY,KANE,1963-05-10,F,ENDOWMENT,LAPSED,2022-10-14,217290.25,ail
AIL0000627,,BRITTANY,KANE,1963-05-10,F,ENDOWMENT,ACTIVE,2007-02-21,528450.92,ail
AIL0000628,100-00-1255,MORGAN,ALEXANDER,1975-03-09,U,UNIVERSAL_LIFE,CANCELLED,2025-09-04,93917.21,ail
AIL0000629,100-00-1255,MORGAN,ALEXANDER,1975-03-09,U,WHOLE_LIFE,ACTIVE,2007-09-15,54953.57,ail
AIL0000630,100-00-1258,ALICIA,BRYANT,1989-02-23,M,ENDOWMENT,ACTIVE,2006-03-20,100975.33,ail
AIL0000631,100-00-1258,ALICIA,BRYANT,1989-02-23,M,UNIVERSAL_LIFE,PENDING,2016-04-08,43063.95,ail
AIL0000632,100-00-1262,JENNIFER,ORTIZ,1998-03-26,U,UNIVERSAL_LIFE,ACTIVE,2017-11-26,418016.59,ail
AIL0000633,100-00-1262,JENNIFER,ORTIZ,1998-03-26,U,ENDOWMENT,ACTIVE,2012-07-16,24758.55,ail
AIL0000634,100-00-1265,DIANA,MOORE,1977-01-17,F,TERM_10,ACTIVE,2016-04-03,277382.51,ail
AIL0000635,100-00-1270,TERRANCE,COSTA,1999-02-18,U,ENDOWMENT,ACTIVE,2013-11-13,439219.86,ail
AIL0000636,100-00-1274,MATTHEW,SCHWARTZ,1987-09-12,M,WHOLE_LIFE,ACTIVE,2022-06-04,232341.16,ail
