policy_number,bank_name,routing_number,account_number,account_type,effective_date,org_code
AIL0000604,GOULD LTD,492177998,1606782223,CHECKING,2022-05-28,ail
AIL0000605,"MUELLER, COX AND FORD",182748233,9643525901,SAVINGS,2018-11-29,ail
AIL0000606,BROOKS-PARKER,260757642,4287444025,SAVINGS,2020-04-28,ail
AIL0000607,THOMAS-RODRIGUEZ,898389261,9369885242,SAVINGS,2007-06-24,ail
AIL0000608,"CHAVEZ, CONWAY AND SOSA",541868896,8398327804,SAVINGS,2005-09-14,ail
AIL0000609,"JENKINS, GONZALEZ AND MORGAN",939018541,5351701335,CHECKING,2019-10-04,ail
AIL0000610,KELLER PLC,267382753,3759320154,CHECKING,2009-12-14,ail
AIL0000611,WHITE-RAMOS,640409345,1688692817,SAVINGS,2023-08-31,ail
AIL0000612,"CLARK, BRADLEY AND JACKSON",994083442,6271277159,CHECKING,2024-12-21,ail
AIL0000613,"BECKER, HAMMOND AND DAVIDSON",391872669,5179528603,SAVINGS,2010-12-18,ail
AIL0000614,"CASEY, GONZALEZ AND JENKINS",234360915,4191739394,SAVINGS,2016-08-26,ail
AIL0000615,SANCHEZ-RODGERS,764693183,1240504531,SAVINGS,2010-07-31,ail
AIL0000616,STEWART-FITZPATRICK,297239684,8268916871,SAVINGS,2019-04-29,ail
AIL0000617,"SCHMIDT, FULLER AND JOHNSON",436284832,2634106492,CHECKING,2009-01-17,ail
AIL0000618,BUCHANAN INC,962578964,2822019158,SAVINGS,2025-12-09,ail
AIL0000619,SMITH INC,216394564,1448394850,SAVINGS,2019-03-16,ail
AIL0000620,PHELPS-EDWARDS,747670508,2440839808,CHECKING,2022-03-05,ail
AIL0000621,HARRIS-HERNANDEZ,403017384,1457261738,CHECKING,2021-04-16,ail
AIL0000622,PARKER INC,741142796,9202043288,CHECKING,2005-02-23,ail
AIL0000623,HANSON-STEWART,692374111,4990891827,CHECKING,2023-06-09,ail
AIL0000624,ALVAREZ-PADILLA,389016952,9782669254,SAVINGS,2005-11-06,ail
AIL0000625,TURNER-LANG,149049185,5501335775,CHECKING,2010-10-01,ail
AIL0000626,LESTER AND SONS,431361946,6131986440,SAVINGS,2022-10-14,ail
AIL0000627,PERRY PLC,879201690,3897756110,SAVINGS,2007-02-21,ail
AIL0000628,"ORTIZ, HOFFMAN AND FULLER",537320614,3162852783,CHECKING,2025-09-04,ail
AIL0000629,"LUCERO, VAUGHN AND MCKEE",125431905,6936124697,CHECKING,2007-09-15,ail
AIL0000630,BECK AND SONS,411513318,1692447546,SAVINGS,2006-03-20,ail
AIL0000631,DAVIS-WILLIAMS,184560232,4085773843,CHECKING,2016-04-08,ail
AIL0000632,KENNEDY-WOODS,967020791,4086168237,SAVINGS,2017-11-26,ail
AIL0000633,WILLIS LLC,580478208,4373060563,SAVINGS,2012-07-16,ail
AIL0000634,RICHARDS-WHITE,412288779,2850707619,SAVINGS,2016-04-03,ail
AIL0000635,WALLER LTD,356743087,3136844280,CHECKING,2013-11-13,ail
AIL0000636,"COOPER, MORGAN AND MILLER",253139764,4844574882,SAVINGS,2022-06-04,ail
AIL0000637,JONES-TAYLOR,201054129,7248352168,CHECKING,2013-03-12,ail
AIL0000638,BYRD-RANGEL,417406866,1693519046,SAVINGS,2012-11-04,ail
AIL0000639,HANEY LTD,719024641,6855450328,CHECKING,2023-05-09,ail
AIL0000640,NIXON LLC,176379467,8610426538,SAVINGS,2018-12-06,ail
AIL0000641,DAWSON-RUSH,608160077,9497523041,SAVINGS,2011-11-05,ail
AIL0000642,GOMEZ GROUP,798245804,4969240305,CHECKING,2017-04-04,ail
AIL0000643,HOWELL PLC,710672894,3097056432,SAVINGS,2020-09-03,ail
AIL0000644,FREY-DIAZ,407761324,7016988123,CHECKING,2011-05-16,ail
AIL0000645,LEE-RAMIREZ,573335114,9383969266,SAVINGS,2006-06-30,ail
AIL0000646,"STRONG, JOHNSON AND FLORES",189647293,8224997846,SAVINGS,2005-06-06,ail
AIL0000647,WILLIAMS AND SONS,382208801,9773224781,CHECKING,2016-05-28,ail
AIL0000648,"PARKER, COLE AND HAMILTON",895688388,4395560956,CHECKING,2016-03-25,ail
AIL0000649,NELSON LTD,265959933,4663863897,SAVINGS,2012-06-25,ail
AIL0000650,HOPKINS-COOK,503535467,1313441038,SAVINGS,2011-10-13,ail
AIL0000651,ANDERSON PLC,596367839,3873979788,SAVINGS,2024-09-16,ail
AIL0000652,NAVARRO INC,600232257,8809494982,CHECKING,2011-04-15,ail
AIL0000653,JAMES-CONWAY,192151258,2860212181,SAVINGS,2020-03-17,ail
AIL0000654,PRICE-DOMINGUEZ,452961097,5571870428,SAVINGS,2012-01-04,ail
AIL0000655,TERRY-ROGERS,748936722,3088621200,SAVINGS,2020-05-05,ail
AIL0000656,"NASH, MUELLER AND RUSSELL",222757072,6490579087,CHECKING,2025-05-22,ail
AIL0000657,ANDERSON-REED,685276505,3018495252,CHECKING,2021-02-19,ail
AIL0000658,TRAN-BURNS,443797765,3440428643,SAVINGS,2024-09-28,ail
AIL0000659,MILLER-COLE,167001765,3033278918,CHECKING,2009-03-20,ail
AIL0000660,"MILLER, WADE AND FLORES",327088752,4728120111,SAVINGS,2018-09-26,ail
AIL0000661,"HUANG, JOHNSON AND ANDERSON",389747205,1756367883,CHECKING,2020-06-08,ail
AIL0000662,SANCHEZ AND SONS,174366341,6471381674,CHECKING,2024-02-11,ail
AIL0000663,BROWN-ARMSTRONG,420336702,9130688289,CHECKING,2005-05-03,ail
AIL0000664,MAXWELL INC,991795300,1230821363,SAVINGS,2025-10-17,ail
AIL0000665,SHARP LTD,467240263,2275197185,CHECKING,2014-08-04,ail
AIL0000666,BERG-WILLIAMSON,475032525,9340575870,SAVINGS,2013-11-03,ail
AIL0000667,AGUILAR GROUP,610563615,4366641864,SAVINGS,2022-08-26,ail
AIL0000668,"MARKS, HARTMAN AND RODRIGUEZ",480848036,7744459607,CHECKING,2010-07-06,ail
AIL0000669,BROWN AND SONS,702270855,3564647996,CHECKING,2019-02-23,ail
AIL0000670,HARDIN INC,876018644,3647900506,SAVINGS,2008-09-25,ail
AIL0000671,DAVIS INC,813032149,2359422830,CHECKING,2019-06-29,ail
AIL0000672,HAMILTON LTD,592481419,5010723787,SAVINGS,2020-08-12,ail
AIL0000673,CLARK LTD,439740334,7040384625,CHECKING,2015-03-06,ail
AIL0000674,HUGHES LTD,583784000,4681934042,SAVINGS,2012-04-08,ail
AIL0000675,"LEE, ROTH AND ERICKSON",786031253,1418527641,CHECKING,2006-11-30,ail
AIL0000676,JACOBS-LOPEZ,900697371,5204910390,SAVINGS,2008-08-02,ail
AIL0000677,DENNIS-VARGAS,847803291,2621593120,SAVINGS,2019-10-17,ail
AIL0000678,RAMOS PLC,325231389,5090427575,CHECKING,2022-03-29,ail
AIL0000679,MILLER AND SONS,497559799,8790122996,CHECKING,2022-03-03,ail
AIL0000680,THOMAS-WEAVER,424210400,9146070829,CHECKING,2024-10-19,ail
AIL0000681,GRAVES LTD,850886071,9585846518,SAVINGS,2018-06-27,ail
AIL0000682,LOPEZ LLC,540649487,6805631767,SAVINGS,2023-07-06,ail
AIL0000683,MARTIN LTD,661749319,2442364344,CHECKING,2019-12-18,ail
AIL0000684,"PHILLIPS, GUTIERREZ AND DAVIDSON",592658048,7134860926,CHECKING,2014-05-09,ail
AIL0000685,SIMMONS LLC,693514629,3555040867,SAVINGS,2015-03-20,ail
AIL0000686,"ALLEN, SMITH AND ZAMORA",509700501,8216755528,SAVINGS,2023-05-26,ail
AIL0000687,"KING, WEBSTER AND BROWN",853866212,4680775250,CHECKING,2008-01-08,ail
AIL0000688,SNYDER LTD,965371229,4595894877,CHECKING,2009-09-09,ail
AIL0000689,HARVEY GROUP,797529095,9660485827,SAVINGS,2020-06-12,ail
AIL0000690,CRAIG LTD,211320508,9730103138,SAVINGS,2010-10-29,ail
AIL0000691,SMITH-GARNER,551659683,1909979573,SAVINGS,2016-02-19,ail
AIL0000692,FLORES LLC,692263008,2636725415,CHECKING,2011-07-08,ail
AIL0000693,"BECKER, GREGORY AND JONES",604201501,5082587589,SAVINGS,2018-10-20,ail
AIL0000694,ACOSTA-FLORES,952283874,9220693336,SAVINGS,2019-05-15,ail
AIL0000695,HARMON-CASTILLO,980917094,2699984810,SAVINGS,2012-04-07,ail
AIL0000696,EVANS-BURNS,939876620,6513039012,SAVINGS,2005-08-27,ail
AIL0000697,"DUARTE, LEE AND MATTHEWS",430064674,2037468443,SAVINGS,2022-11-19,ail
AIL0000698,VAZQUEZ GROUP,135084096,1066701133,CHECKING,2012-07-08,ail
AIL0000699,HOBBS-NGUYEN,948803790,7871714360,SAVINGS,2021-04-05,ail
AIL0000700,FORD-NOLAN,282977147,9559135932,CHECKING,2024-12-01,ail
AIL0000701,HERNANDEZ-ROJAS,696720830,9476076392,CHECKING,2013-06-01,ail
AIL0000702,BARNES-JOHNSON,761712635,8062791807,CHECKING,2022-07-19,ail
AIL0000703,KRAMER GROUP,960423299,2842980985,SAVINGS,2024-09-02,ail
AIL0000704,"HERNANDEZ, DIAZ AND HAMILTON",881805071,6041077282,SAVINGS,2007-07-09,ail
AIL0000705,"WHITEHEAD, HERNANDEZ AND SHAH",655422035,5975477610,CHECKING,2015-10-29,ail
AIL0000706,DAVIS GROUP,206920983,9232015048,CHECKING,2022-05-25,ail
AIL0000707,HERNANDEZ-ROGERS,446179340,1875153615,CHECKING,2021-04-02,ail
AIL0000708,CRAWFORD AND SONS,127530985,2878709078,CHECKING,2005-12-27,ail
AIL0000709,GALLEGOS-NASH,129869705,5176425710,SAVINGS,2021-09-21,ail
AIL0000710,PEREZ-TUCKER,127154794,2538119509,CHECKING,2009-04-27,ail
AIL0000711,"PORTER, GRAHAM AND YORK",800640935,4856490828,SAVINGS,2008-07-14,ail
AIL0000712,COSTA-BROWN,308122210,8671018609,SAVINGS,2012-11-09,ail
AIL0000713,JONES LLC,807872562,5517226989,CHECKING,2011-12-26,ail
AIL0000714,"WOODS, ROBERTS AND YOUNG",254371352,3694825728,CHECKING,2020-02-25,ail
AIL0000715,LARA-BUTLER,219111815,3559347163,CHECKING,2024-12-28,ail
AIL0000716,FRYE LTD,252294589,6508136828,CHECKING,2012-01-04,ail
AIL0000717,MORGAN LLC,199618698,5627318014,SAVINGS,2022-02-23,ail
AIL0000718,"MONTGOMERY, CARR AND GEORGE",323308727,2678474117,SAVINGS,2011-12-18,ail
AIL0000719,"CAMPBELL, HARDY AND ROMAN",954098766,5389271768,CHECKING,2018-11-02,ail
AIL0000720,WOOD GROUP,622393962,1327760496,SAVINGS,2015-03-03,ail
AIL0000721,SMITH LLC,502926308,9116257777,SAVINGS,2023-12-21,ail
AIL0000722,SANCHEZ-BLACKBURN,968172937,1691934899,SAVINGS,2023-05-04,ail
AIL0000723,"HALL, WIGGINS AND EDWARDS",110888052,4881096387,CHECKING,2014-04-10,ail
AIL0000724,BUCHANAN-PETERS,225850205,9486494079,SAVINGS,2023-04-04,ail
AIL0000725,"LEON, HALE AND WINTERS",619595468,1021537349,SAVINGS,2010-04-19,ail
AIL0000726,HARRINGTON-ARMSTRONG,230560149,9716873396,CHECKING,2018-05-16,ail
AIL0000727,ERICKSON PLC,656192815,1654321163,SAVINGS,2006-07-25,ail
AIL0000728,LI AND SONS,223253165,4859338963,CHECKING,2019-06-20,ail
AIL0000729,ELLIOTT-ZAMORA,451693111,1595132228,CHECKING,2019-04-09,ail
AIL0000730,DIXON-DAVIS,881409059,5838625323,SAVINGS,2017-12-18,ail
AIL0000731,HANSON INC,617087085,5689974759,SAVINGS,2020-03-29,ail
AIL0000732,"HENRY, MORRISON AND MACDONALD",601484407,7424419411,SAVINGS,2018-01-26,ail
AIL0000733,"ADAMS, COLE AND WATERS",307290415,2074141917,CHECKING,2025-03-18,ail
AIL0000734,JOSEPH-COX,837722327,8376160226,SAVINGS,2024-04-26,ail
AIL0000735,WELLS AND SONS,210482235,2338247946,CHECKING,2013-08-02,ail
AIL0000736,"SMITH, KELLY AND OLIVER",875306396,7390188891,SAVINGS,2013-08-17,ail
AIL0000737,"THOMAS, NELSON AND FLORES",554984487,6940136692,CHECKING,2005-05-09,ail
AIL0000738,JACOBS-HERRERA,708964125,6810727866,CHECKING,2008-01-30,ail
AIL0000739,"LOPEZ, BRADSHAW AND JACOBS",582543215,7491228078,SAVINGS,2015-03-12,ail
AIL0000740,QUINN-MOSS,415114820,7573439658,SAVINGS,2009-03-03,ail
